UK, Cambridge - based Tadpole Technology plc is putting bells and whistles on its SparcBook notebook : it can now offer a colour active matrix display and up to 360Mb of disk.	0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	bells and whistles	figurative	identical	PROPN PROPN PUNCT VERB PROPN PROPN PROPN VERB VERB NOUN CCONJ NOUN ADP ADJ PROPN NOUN PUNCT PRON VERB ADV VERB DET ADJ ADJ NOUN NOUN CCONJ ADP ADP NUM ADP NOUN	▁UK , ▁Cambridge ▁- ▁based ▁T ad pol e ▁Technology ▁plc ▁is ▁putting ▁be ll s ▁and ▁whistle s ▁on ▁its ▁Spa rc B ook ▁note book ▁ : ▁it ▁can ▁now ▁offer ▁a ▁colour ▁active ▁matrix ▁display ▁and ▁up ▁to ▁360 M b ▁of ▁disk .	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PROPN PROPN PROPN PUNCT VERB PROPN PROPN PROPN PROPN PROPN PROPN VERB VERB NOUN NOUN NOUN CCONJ NOUN NOUN ADP ADJ PROPN PROPN PROPN PROPN NOUN NOUN PUNCT PUNCT PRON VERB ADV VERB DET ADJ ADJ NOUN NOUN CCONJ ADP ADP NUM NUM NUM ADP NOUN NOUN
It's more the ‘ bells and whistles’ of museum life which have grown so much in the last fifteen years, like restaurants, shops, publishing, which should be left to the private sector, and which generate important revenues for the museum.	0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	bells and whistles	figurative	dashes	PRON ADJ DET PUNCT NOUN CCONJ PROPN ADP NOUN NOUN ADJ VERB VERB ADV ADJ ADP DET ADJ NUM NOUN ADP NOUN NOUN NOUN ADJ VERB VERB VERB ADP DET ADJ NOUN CCONJ ADJ VERB ADJ NOUN ADP DET NOUN	▁It ' s ▁more ▁the ▁ ‘ ▁be ll s ▁and ▁whistle s ’ ▁of ▁museum ▁life ▁which ▁have ▁grown ▁so ▁much ▁in ▁the ▁last ▁fifteen ▁years , ▁like ▁restaurants , ▁shops , ▁publishing , ▁which ▁should ▁be ▁left ▁to ▁the ▁private ▁sector , ▁and ▁which ▁generate ▁important ▁revenues ▁for ▁the ▁museum .	0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON PRON PRON ADJ DET PUNCT PUNCT NOUN NOUN NOUN CCONJ PROPN PROPN PROPN ADP NOUN NOUN ADJ VERB VERB ADV ADJ ADP DET ADJ NUM NOUN NOUN ADP NOUN NOUN NOUN NOUN NOUN NOUN ADJ VERB VERB VERB ADP DET ADJ NOUN NOUN CCONJ ADJ VERB ADJ NOUN ADP DET NOUN NOUN
UK company Software Partners ( part of GST, the people behind Timeworks ) has stepped into this bells - and - whistles world with a new and quite large range of simple to use, very low cost programs that are single minded and, for the most part, single use.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	bells and whistles	figurative	dashes	PROPN NOUN PROPN PROPN PUNCT NOUN ADP PROPN DET NOUN ADP PROPN PUNCT VERB VERB ADP DET NOUN PUNCT CCONJ PUNCT NOUN NOUN ADP DET ADJ CCONJ ADV ADJ NOUN ADP NOUN PART VERB ADV ADJ NOUN NOUN ADJ VERB ADJ ADJ CCONJ ADP DET ADJ NOUN ADJ NOUN	▁UK ▁company ▁ Software ▁Partners ▁( ▁part ▁of ▁G ST , ▁the ▁people ▁behind ▁Time works ▁ ) ▁has ▁stepped ▁into ▁this ▁be ll s ▁- ▁and ▁- ▁whistle s ▁world ▁with ▁a ▁new ▁and ▁quite ▁large ▁range ▁of ▁simple ▁to ▁use , ▁very ▁low ▁cost ▁programs ▁that ▁are ▁single ▁mind ed ▁and , ▁for ▁the ▁most ▁part , ▁single ▁use .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PROPN NOUN PROPN PROPN PROPN PUNCT NOUN ADP PROPN PROPN PROPN DET NOUN ADP PROPN PROPN PUNCT PUNCT VERB VERB ADP DET NOUN NOUN NOUN PUNCT CCONJ PUNCT NOUN NOUN NOUN ADP DET ADJ CCONJ ADV ADJ NOUN ADP NOUN PART VERB VERB ADV ADJ NOUN NOUN ADJ VERB ADJ ADJ ADJ CCONJ CCONJ ADP DET ADJ NOUN NOUN ADJ NOUN NOUN
This shareware disk caching utility has more bells and whistles than the Microsoft freebie, not least of which is the ability to cache floppy drives too.	0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	bells and whistles	figurative	identical	DET NOUN NOUN VERB NOUN VERB ADJ NOUN CCONJ NOUN ADP DET PROPN VERB ADV ADJ ADP ADJ VERB DET NOUN PART VERB ADJ NOUN ADV	▁This ▁share ware ▁disk ▁ca ching ▁utility ▁has ▁more ▁be ll s ▁and ▁whistle s ▁than ▁the ▁Microsoft ▁free bi e , ▁not ▁least ▁of ▁which ▁is ▁the ▁ability ▁to ▁c ache ▁fl op py ▁drive s ▁too .	0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET NOUN NOUN NOUN VERB VERB NOUN VERB ADJ NOUN NOUN NOUN CCONJ NOUN NOUN ADP DET PROPN VERB VERB VERB VERB ADV ADJ ADP ADJ VERB DET NOUN PART VERB VERB ADJ ADJ ADJ NOUN NOUN ADV ADV
The promised ‘ bells and whistles’ that digitisation of cellular telecoms would allow — reliable mobile faxes, intelligent computer modems, interactive paging systems and so on— are being postponed into the late 1990s.	0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	bells and whistles	figurative	dashes	DET ADJ ADJ NOUN CCONJ PROPN ADP NOUN ADP ADJ NOUN VERB VERB PUNCT ADJ NOUN NOUN ADJ NOUN NOUN ADJ NOUN NOUN CCONJ ADV ADJ VERB VERB VERB ADP DET ADJ NOUN	▁The ▁promised ▁ ‘ ▁be ll s ▁and ▁whistle s ’ ▁that ▁digitisation ▁of ▁cellular ▁telecom s ▁would ▁allow ▁ — ▁reliable ▁mobile ▁fax es , ▁intelligent ▁computer ▁modem s , ▁interactive ▁p aging ▁systems ▁and ▁so ▁on — ▁are ▁being ▁postponed ▁into ▁the ▁late ▁1990 s .	0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET ADJ ADJ ADJ NOUN NOUN NOUN CCONJ PROPN PROPN PROPN ADP NOUN ADP ADJ NOUN NOUN VERB VERB PUNCT PUNCT ADJ NOUN NOUN NOUN NOUN ADJ NOUN NOUN NOUN NOUN ADJ NOUN NOUN NOUN CCONJ ADV ADJ ADJ VERB VERB VERB ADP DET ADJ NOUN NOUN NOUN
We can't put all the bells and whistles, and all the, the checks and all the consultations and design reviews onto a job which gives us a fee income of er two thousand pounds.	0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	bells and whistles	figurative	identical	PRON VERB VERB ADJ DET NOUN CCONJ NOUN CCONJ ADJ DET DET NOUN CCONJ ADJ DET NOUN CCONJ NOUN NOUN ADP DET NOUN ADJ VERB PRON DET NOUN NOUN ADP INTJ NUM NUM NOUN	▁We ▁can ' t ▁put ▁all ▁the ▁be ll s ▁and ▁whistle s , ▁and ▁all ▁the , ▁the ▁checks ▁and ▁all ▁the ▁consultations ▁and ▁design ▁reviews ▁onto ▁a ▁job ▁which ▁gives ▁us ▁a ▁fee ▁income ▁of ▁er ▁two ▁thousand ▁pounds .	0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB VERB VERB VERB ADJ DET NOUN NOUN NOUN CCONJ NOUN NOUN NOUN CCONJ ADJ DET DET DET NOUN CCONJ ADJ DET NOUN CCONJ NOUN NOUN ADP DET NOUN ADJ VERB PRON DET NOUN NOUN ADP INTJ NUM NUM NOUN NOUN
The problem is that the additional functionality provided by Unix vendors — the bells and whistles which differentiate and position their products in the market — all require further APIs, rendering different Unix implementations incompatible in certain areas.	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	bells and whistles	figurative	identical	DET NOUN VERB ADP DET ADJ NOUN VERB ADP PROPN NOUN PUNCT DET NOUN CCONJ NOUN ADJ VERB CCONJ VERB ADJ NOUN ADP DET NOUN PUNCT DET VERB ADJ NOUN VERB ADJ PROPN NOUN ADJ ADP ADJ NOUN	▁The ▁problem ▁is ▁that ▁the ▁additional ▁functionality ▁provided ▁by ▁Un ix ▁vendor s ▁ — ▁the ▁be ll s ▁and ▁whistle s ▁which ▁differentiate ▁and ▁position ▁their ▁products ▁in ▁the ▁market ▁ — ▁all ▁require ▁further ▁A PI s , ▁rendering ▁different ▁Un ix ▁implementation s ▁incompatible ▁in ▁certain ▁areas .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET NOUN VERB ADP DET ADJ NOUN VERB ADP PROPN PROPN NOUN NOUN PUNCT PUNCT DET NOUN NOUN NOUN CCONJ NOUN NOUN ADJ VERB CCONJ VERB ADJ NOUN ADP DET NOUN PUNCT PUNCT DET VERB ADJ NOUN NOUN NOUN NOUN VERB ADJ PROPN PROPN NOUN NOUN ADJ ADP ADJ NOUN NOUN
The existing 2.3-litre, 165bhp, all - bells - and - whistles 940 Turbo is joined by a new, turbo - boosted version of the two - litre 940 SE.	0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	bells and whistles	figurative	dashes	DET VERB NUM NUM DET PUNCT NOUN PUNCT CCONJ PUNCT NOUN NUM PROPN VERB VERB ADP DET ADJ NOUN PUNCT VERB NOUN ADP DET NUM PUNCT NOUN NUM PROPN	▁The ▁existing ▁2.3 - litre , ▁165 b h p , ▁all ▁- ▁be ll s ▁- ▁and ▁- ▁whistle s ▁940 ▁Turbo ▁is ▁joined ▁by ▁a ▁new , ▁turbo ▁- ▁boosted ▁version ▁of ▁the ▁two ▁- ▁litre ▁940 ▁SE .	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET VERB NUM NUM NUM NUM NUM NUM NUM NUM NUM DET PUNCT NOUN NOUN NOUN PUNCT CCONJ PUNCT NOUN NOUN NUM PROPN VERB VERB ADP DET ADJ ADJ NOUN PUNCT VERB NOUN ADP DET NUM PUNCT NOUN NUM PROPN PROPN
So what happens if a purchaser claims that he wishes to acquire only the basic wordprocessing part of the sophisticated package, perhaps because he or she wishes the output to be compatible with a machine on which all the bells and whistles have been legitimately installed?	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0	bells and whistles	figurative	identical	CCONJ NOUN VERB ADP DET NOUN VERB ADP PRON VERB PART VERB ADV DET ADJ VERB NOUN ADP DET ADJ NOUN ADV ADP PRON CCONJ PRON VERB DET NOUN PART VERB ADJ ADP DET NOUN ADP ADJ ADJ DET NOUN CCONJ NOUN VERB VERB ADV VERB	▁So ▁what ▁happens ▁if ▁a ▁purchaser ▁claims ▁that ▁he ▁wishes ▁to ▁acquire ▁only ▁the ▁basic ▁word processing ▁part ▁of ▁the ▁sophisticated ▁package , ▁perhaps ▁because ▁he ▁or ▁she ▁wishes ▁the ▁output ▁to ▁be ▁compatible ▁with ▁a ▁machine ▁on ▁which ▁all ▁the ▁be ll s ▁and ▁whistle s ▁have ▁been ▁legitimately ▁installed ?	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0	CCONJ NOUN VERB ADP DET NOUN VERB ADP PRON VERB PART VERB ADV DET ADJ VERB VERB NOUN ADP DET ADJ NOUN NOUN ADV ADP PRON CCONJ PRON VERB DET NOUN PART VERB ADJ ADP DET NOUN ADP ADJ ADJ DET NOUN NOUN NOUN CCONJ NOUN NOUN VERB VERB ADV VERB VERB
It has all of the facilities you need, and a few nice bells and whistles thrown in.	0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0	bells and whistles	figurative	identical	PRON VERB DET ADP DET NOUN PRON VERB CCONJ DET ADJ ADJ NOUN CCONJ NOUN VERB ADV	▁It ▁has ▁all ▁of ▁the ▁facilities ▁you ▁need , ▁and ▁a ▁few ▁nice ▁be ll s ▁and ▁whistle s ▁thrown ▁in .	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0	PRON VERB DET ADP DET NOUN PRON VERB VERB CCONJ DET ADJ ADJ NOUN NOUN NOUN CCONJ NOUN NOUN VERB ADV ADV
