Come to think of it, myself]would just as soon have a try at Doctor de Pomiane's honey - filled and cumin - spiced Apician apples.	1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	come to think of it	figurative	case	VERB PART VERB ADP PRON VERB ADV ADV ADV VERB DET NOUN ADP PROPN ADP PROPN NOUN PUNCT VERB CCONJ NOUN PUNCT VERB ADJ NOUN	▁Com e ▁to ▁think ▁of ▁it , ▁myself ] would ▁just ▁as ▁soon ▁have ▁a ▁try ▁at ▁Doctor ▁de ▁P omi ane ' s ▁honey ▁- ▁filled ▁and ▁cu min ▁- ▁ spice d ▁A pic ian ▁apples .	1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	VERB VERB PART VERB ADP PRON PRON VERB VERB VERB ADV ADV ADV VERB DET NOUN ADP PROPN ADP PROPN PROPN PROPN PROPN PROPN NOUN PUNCT VERB CCONJ NOUN NOUN PUNCT VERB VERB VERB ADJ ADJ ADJ NOUN NOUN
What her reception would be she feared to imagine, and as she drew near to the Mohaka River bridge she became filled with apprehension because, now that she came to think of it, she realised she was poking her nose into something that did not even remotely concern her.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	come to think of it	figurative	inflection	NOUN ADJ NOUN VERB VERB PRON VERB PART VERB CCONJ ADP PRON VERB ADJ ADP DET PROPN PROPN NOUN PRON VERB VERB ADP NOUN ADP ADV ADP PRON VERB PART VERB ADP PRON PRON VERB PRON VERB VERB ADJ NOUN ADP NOUN ADJ VERB ADV ADV ADV VERB PRON	▁What ▁her ▁reception ▁would ▁be ▁she ▁feared ▁to ▁imagine , ▁and ▁as ▁she ▁drew ▁near ▁to ▁the ▁Mo ha ka ▁River ▁bridge ▁she ▁became ▁filled ▁with ▁app re hen sion ▁because , ▁now ▁that ▁she ▁came ▁to ▁think ▁of ▁it , ▁she ▁realised ▁she ▁was ▁p oking ▁her ▁nose ▁into ▁something ▁that ▁did ▁not ▁even ▁remote ly ▁concern ▁her .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	NOUN ADJ NOUN VERB VERB PRON VERB PART VERB VERB CCONJ ADP PRON VERB ADJ ADP DET PROPN PROPN PROPN PROPN NOUN PRON VERB VERB ADP NOUN NOUN NOUN NOUN ADP ADP ADV ADP PRON VERB PART VERB ADP PRON PRON PRON VERB PRON VERB VERB VERB ADJ NOUN ADP NOUN ADJ VERB ADV ADV ADV ADV VERB PRON PRON
Which, come to think of it, is probably just as well, judging by the way people who are normally quite sensible dissolve into gibbering, rude, opinionated and bombastic idiots once the alcohol molecules in their bloodstream outnumber their neurons, or whatever.	0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	come to think of it	figurative	identical	ADJ VERB PART VERB ADP PRON VERB ADV ADV ADV ADV VERB ADP DET NOUN NOUN NOUN VERB ADV ADV ADJ VERB ADP NOUN ADJ ADJ CCONJ ADJ NOUN ADP DET NOUN NOUN ADP ADJ NOUN VERB ADJ NOUN CCONJ ADJ	▁Which , ▁come ▁to ▁think ▁of ▁it , ▁is ▁probably ▁just ▁as ▁well , ▁judg ing ▁by ▁the ▁way ▁people ▁who ▁are ▁normally ▁quite ▁sensible ▁dissolve ▁into ▁g ib ber ing , ▁ru de , ▁opinion ated ▁and ▁bomb as tic ▁idi ots ▁once ▁the ▁alcohol ▁molecules ▁in ▁their ▁blood stream ▁out number ▁their ▁neuro ns , ▁or ▁whatever .	0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADJ ADJ VERB PART VERB ADP PRON PRON VERB ADV ADV ADV ADV ADV VERB VERB ADP DET NOUN NOUN NOUN VERB ADV ADV ADJ VERB ADP NOUN NOUN NOUN NOUN NOUN ADJ ADJ ADJ ADJ ADJ CCONJ ADJ ADJ ADJ NOUN NOUN ADP DET NOUN NOUN ADP ADJ NOUN NOUN VERB VERB ADJ NOUN NOUN NOUN CCONJ ADJ ADJ
Actually there is no such word as eatable come to think of it, it's edible.	0 0 0 0 0 0 0 0 1 1 1 1 1 0 0	come to think of it	figurative	identical	ADV ADV VERB DET ADJ NOUN ADP ADJ VERB PART VERB ADP PRON PRON ADJ	▁Actual ly ▁there ▁is ▁no ▁such ▁word ▁as ▁eat able ▁come ▁to ▁think ▁of ▁it , ▁it ' s ▁edible .	0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0	ADV ADV ADV VERB DET ADJ NOUN ADP ADJ ADJ VERB PART VERB ADP PRON PRON PRON PRON PRON ADJ ADJ
You do look a bit orange come to think of it, in this light.	0 0 0 0 0 0 1 1 1 1 1 0 0 0	come to think of it	figurative	identical	PRON VERB VERB DET NOUN NOUN VERB PART VERB ADP PRON ADP DET NOUN	▁You ▁do ▁look ▁a ▁bit ▁orange ▁come ▁to ▁think ▁of ▁it , ▁in ▁this ▁light .	0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0	PRON VERB VERB DET NOUN NOUN VERB PART VERB ADP PRON PRON ADP DET NOUN NOUN
→ Sorry to have forgotten about the Pacifica, Graham — although, come to think of it, Charvel / Jackson might also have been in on the act back in the mid - eighties.	0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	come to think of it	figurative	identical	PUNCT INTJ PART VERB VERB ADP DET PROPN PROPN PUNCT ADV VERB PART VERB ADP PRON PROPN SYM PROPN VERB ADV VERB VERB PART ADP DET NOUN ADV ADP DET ADJ PUNCT NOUN	▁ → ▁So rry ▁to ▁have ▁forgotten ▁about ▁the ▁Pacific a , ▁Gra ham ▁ — ▁although , ▁come ▁to ▁think ▁of ▁it , ▁Char vel ▁/ ▁Jackson ▁might ▁also ▁have ▁been ▁in ▁on ▁the ▁act ▁back ▁in ▁the ▁mid ▁- ▁eight ies .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PUNCT PUNCT INTJ INTJ PART VERB VERB ADP DET PROPN PROPN PROPN PROPN PROPN PUNCT PUNCT ADV ADV VERB PART VERB ADP PRON PRON PROPN PROPN SYM PROPN VERB ADV VERB VERB PART ADP DET NOUN ADV ADP DET ADJ PUNCT NOUN NOUN NOUN
( Come to think of it, I had and there wasn't. )	0 1 1 1 1 1 0 0 0 0 0 0	come to think of it	figurative	case	PUNCT VERB PART VERB ADP PRON PRON VERB CCONJ ADV VERB PUNCT	▁( ▁Com e ▁to ▁think ▁of ▁it , ▁I ▁had ▁and ▁there ▁was n ' t . ▁ )	0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0	PUNCT VERB VERB PART VERB ADP PRON PRON PRON VERB CCONJ ADV VERB VERB VERB VERB VERB PUNCT PUNCT
They even have a branch of M & S. Come to think of it, perhaps Grimshaw's pavilion is the ideal location, come the autumn, for the first out - of - town branch of that great British enterprise to hit the Iberian peninsula.	0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	come to think of it	figurative	case	PRON ADV VERB DET NOUN ADP PROPN CCONJ PROPN VERB PART VERB ADP PRON ADV PROPN NOUN VERB DET ADJ NOUN VERB DET NOUN ADP DET ADJ ADJ PUNCT ADP PUNCT NOUN NOUN ADP DET ADJ ADJ NOUN PART VERB DET ADJ NOUN	▁They ▁even ▁have ▁a ▁branch ▁of ▁M ▁& ▁S . ▁Com e ▁to ▁think ▁of ▁it , ▁perhaps ▁G rim sh aw ' s ▁p a vil ion ▁is ▁the ▁ideal ▁location , ▁come ▁the ▁autumn , ▁for ▁the ▁first ▁out ▁- ▁of ▁- ▁town ▁branch ▁of ▁that ▁great ▁British ▁enterprise ▁to ▁hit ▁the ▁I berian ▁peninsula .	0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON ADV VERB DET NOUN ADP PROPN CCONJ PROPN PROPN VERB VERB PART VERB ADP PRON PRON ADV PROPN PROPN PROPN PROPN PROPN PROPN NOUN NOUN NOUN NOUN VERB DET ADJ NOUN NOUN VERB DET NOUN NOUN ADP DET ADJ ADJ PUNCT ADP PUNCT NOUN NOUN ADP DET ADJ ADJ NOUN PART VERB DET ADJ ADJ NOUN NOUN
They leave you to amble into the desert on your own, and when you come to think of it you can't really blame them.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0	come to think of it	figurative	identical	PRON VERB PRON PART VERB ADP DET NOUN ADP ADJ ADJ CCONJ ADV PRON VERB PART VERB ADP PRON PRON VERB ADV VERB PRON	▁They ▁leave ▁you ▁to ▁a mble ▁into ▁the ▁desert ▁on ▁your ▁own , ▁and ▁when ▁you ▁come ▁to ▁think ▁of ▁it ▁you ▁can ' t ▁really ▁blame ▁them .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0	PRON VERB PRON PART VERB VERB ADP DET NOUN ADP ADJ ADJ ADJ CCONJ ADV PRON VERB PART VERB ADP PRON PRON VERB VERB VERB ADV VERB PRON PRON
Come to think of it, I never know exactly how much I really feel for him.	1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0	come to think of it	figurative	case	VERB PART VERB ADP PRON PRON ADV VERB ADV ADV ADJ PRON ADV VERB ADP PRON	▁Com e ▁to ▁think ▁of ▁it , ▁I ▁never ▁know ▁exactly ▁how ▁much ▁I ▁really ▁feel ▁for ▁him .	1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0	VERB VERB PART VERB ADP PRON PRON PRON ADV VERB ADV ADV ADJ PRON ADV VERB ADP PRON PRON
